Order ID,Order Date,State,City,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-25697,22-06-2024,Jammu and Kashmir,Kashmir,114,8,3,Electronics,Accessories,Debit Card
B-25697,22-06-2023,Jammu and Kashmir,Kashmir,73,-7,1,Electronics,Phones,COD
B-25697,22-06-2023,Jammu and Kashmir,Kashmir,67,-42,3,Clothing,Stole,COD
B-25697,22-06-2024,Jammu and Kashmir,Kashmir,322,193,5,Electronics,Printers,COD
B-25697,22-06-2024,Jammu and Kashmir,Kashmir,4,-3,1,Clothing,Skirt,Credit Card
B-25836,29-10-2024,Maharashtra,Pune,1298,65,9,Electronics,Printers,EMI
B-25601,01-04-2024,Gujarat,Ahmedabad,80,-56,4,Electronics,Electronic Games,UPI
B-25601,01-04-2023,Gujarat,Ahmedabad,66,-12,5,Clothing,Stole,UPI
B-25601,01-04-2023,Gujarat,Ahmedabad,1275,1148,7,Furniture,Bookcases,EMI
B-25601,01-04-2024,Gujarat,Ahmedabad,8,-2,3,Clothing,Hankerchief,Credit Card
B-25873,23-11-2023,Madhya Pradesh,Indore,42,12,2,Clothing,Kurti,COD
B-25873,23-11-2023,Madhya Pradesh,Indore,1275,357,2,Electronics,Phones,UPI
B-25873,23-11-2024,Madhya Pradesh,Indore,66,12,3,Clothing,Stole,COD
B-25873,23-11-2023,Madhya Pradesh,Indore,367,73,3,Electronics,Electronic Games,UPI
B-25873,23-11-2024,Madhya Pradesh,Indore,7,1,1,Clothing,Hankerchief,COD
B-26028,20-02-2023,Andhra Pradesh,Hyderabad,1272,547,2,Electronics,Phones,COD
B-26028,20-02-2024,Andhra Pradesh,Hyderabad,115,0,1,Electronics,Accessories,Debit Card
B-26028,20-02-2023,Andhra Pradesh,Hyderabad,77,36,2,Clothing,Shirt,EMI
B-25964,20-01-2024,Maharashtra,Pune,346,108,3,Furniture,Chairs,COD
B-25964,20-01-2023,Maharashtra,Pune,199,0,4,Clothing,Stole,EMI
B-25964,20-01-2023,Maharashtra,Pune,89,6,5,Clothing,Saree,COD
B-25964,20-01-2024,Maharashtra,Pune,1270,546,11,Electronics,Electronic Games,EMI
B-25676,01-06-2023,Rajasthan,Jaipur,674,-187,2,Furniture,Tables,COD
B-25676,01-06-2023,Rajasthan,Jaipur,342,-103,4,Electronics,Electronic Games,COD
B-25676,01-06-2024,Rajasthan,Jaipur,79,36,4,Clothing,Shirt,COD
B-25676,01-06-2023,Rajasthan,Jaipur,32,6,3,Clothing,Shirt,COD
B-25676,01-06-2023,Rajasthan,Jaipur,1263,-56,5,Clothing,Trousers,EMI
B-25839,30-10-2024,West Bengal,Kolkata,1250,486,7,Clothing,Saree,EMI
B-25894,04-12-2023,Punjab,Amritsar,1246,62,3,Furniture,Bookcases,EMI
B-25925,29-12-2023,Maharashtra,Mumbai,27,12,1,Clothing,Stole,Debit Card
B-25925,29-12-2023,Maharashtra,Mumbai,314,-41,3,Electronics,Electronic Games,Credit Card
B-25925,29-12-2023,Maharashtra,Mumbai,1228,14,3,Furniture,Chairs,UPI
B-25953,14-01-2023,Andhra Pradesh,Hyderabad,744,119,6,Electronics,Printers,COD
B-25953,14-01-2024,Andhra Pradesh,Hyderabad,67,20,4,Clothing,T-shirt,UPI
B-25953,14-01-2023,Andhra Pradesh,Hyderabad,81,41,3,Clothing,Stole,Debit Card
B-25953,14-01-2024,Andhra Pradesh,Hyderabad,188,-193,2,Electronics,Electronic Games,Credit Card
B-25953,14-01-2023,Andhra Pradesh,Hyderabad,116,22,1,Electronics,Accessories,Credit Card
B-25953,14-01-2023,Andhra Pradesh,Hyderabad,87,36,5,Clothing,Stole,Credit Card
B-25953,14-01-2024,Andhra Pradesh,Hyderabad,44,2,3,Clothing,Hankerchief,COD
B-25953,14-01-2023,Andhra Pradesh,Hyderabad,22,-8,4,Clothing,Hankerchief,Credit Card
B-25953,14-01-2024,Andhra Pradesh,Hyderabad,1218,352,9,Furniture,Bookcases,EMI
B-25772,02-09-2024,Bihar,Patna,1183,106,4,Electronics,Printers,EMI
B-25957,18-01-2023,Madhya Pradesh,Indore,147,73,3,Clothing,Stole,COD
B-25957,18-01-2023,Madhya Pradesh,Indore,1157,-13,9,Furniture,Bookcases,Credit Card
B-25957,18-01-2024,Madhya Pradesh,Indore,209,2,1,Clothing,Saree,COD
B-25730,22-07-2024,Rajasthan,Jaipur,1145,-706,3,Electronics,Phones,Credit Card
B-25730,22-07-2024,Rajasthan,Jaipur,18,8,2,Clothing,Hankerchief,Debit Card
B-25730,22-07-2023,Rajasthan,Jaipur,473,42,4,Furniture,Chairs,COD
B-25730,22-07-2023,Rajasthan,Jaipur,187,30,4,Electronics,Accessories,Credit Card
B-25730,22-07-2024,Rajasthan,Jaipur,83,-81,3,Furniture,Chairs,COD
B-25730,22-07-2024,Rajasthan,Jaipur,96,22,5,Clothing,Stole,Credit Card
B-25877,24-11-2023,Gujarat,Surat,24,8,2,Clothing,Skirt,Debit Card
B-25877,24-11-2024,Gujarat,Surat,269,33,5,Furniture,Chairs,Debit Card
B-25877,24-11-2023,Gujarat,Surat,1137,568,2,Clothing,Trousers,EMI
B-26067,16-03-2023,Madhya Pradesh,Bhopal,1137,-14,7,Electronics,Printers,EMI
B-26067,16-03-2023,Madhya Pradesh,Bhopal,1120,199,6,Clothing,Saree,EMI
B-26067,16-03-2024,Madhya Pradesh,Bhopal,53,2,4,Clothing,Hankerchief,COD
B-26067,16-03-2023,Madhya Pradesh,Bhopal,618,27,4,Furniture,Bookcases,Credit Card
B-26067,16-03-2024,Madhya Pradesh,Bhopal,67,2,4,Clothing,T-shirt,UPI
B-25810,10-10-2023,Punjab,Chandigarh,1120,199,6,Clothing,Saree,EMI
B-25810,10-10-2024,Punjab,Chandigarh,29,8,5,Clothing,Hankerchief,UPI
B-25810,10-10-2023,Punjab,Chandigarh,307,74,3,Electronics,Accessories,EMI
B-25810,10-10-2023,Punjab,Chandigarh,92,42,2,Clothing,Stole,COD
B-25810,10-10-2023,Punjab,Chandigarh,45,6,3,Clothing,Shirt,COD
B-25810,10-10-2024,Punjab,Chandigarh,26,10,4,Clothing,Hankerchief,UPI
B-25868,18-11-2023,Goa,Goa,1118,206,2,Furniture,Tables,Credit Card
B-25868,18-11-2023,Goa,Goa,170,73,2,Electronics,Accessories,UPI
B-25868,18-11-2023,Goa,Goa,62,-1,1,Electronics,Phones,UPI
B-26023,19-02-2023,Haryana,Chandigarh,66,22,3,Clothing,Stole,UPI
B-26023,19-02-2023,Haryana,Chandigarh,59,21,2,Clothing,Stole,Debit Card
B-26023,19-02-2023,Haryana,Chandigarh,29,0,3,Furniture,Furnishings,COD
B-26023,19-02-2024,Haryana,Chandigarh,1117,447,10,Furniture,Bookcases,EMI
B-25626,23-04-2024,Maharashtra,Mumbai,46,-14,1,Electronics,Phones,COD
B-25626,23-04-2024,Maharashtra,Mumbai,1103,276,3,Furniture,Chairs,EMI
B-25937,05-01-2023,Haryana,Chandigarh,1101,352,3,Furniture,Bookcases,UPI
B-25610,09-04-2023,Bihar,Patna,43,0,3,Clothing,Saree,Debit Card
B-25610,09-04-2024,Bihar,Patna,68,-55,5,Electronics,Accessories,UPI
B-25610,09-04-2023,Bihar,Patna,107,-54,4,Clothing,Stole,EMI
B-25610,09-04-2023,Bihar,Patna,30,-5,2,Furniture,Furnishings,COD
B-25610,09-04-2023,Bihar,Patna,781,594,6,Electronics,Printers,Debit Card
B-25610,09-04-2023,Bihar,Patna,1076,-38,4,Electronics,Printers,COD
B-25777,10-09-2023,Madhya Pradesh,Indore,1076,-38,4,Electronics,Printers,Credit Card
B-25777,10-09-2024,Madhya Pradesh,Indore,59,-46,7,Clothing,T-shirt,UPI
B-25777,10-09-2024,Madhya Pradesh,Indore,117,17,6,Clothing,Kurti,COD
B-25777,10-09-2023,Madhya Pradesh,Indore,61,-25,4,Electronics,Accessories,UPI
B-25777,10-09-2023,Madhya Pradesh,Indore,69,-67,4,Clothing,Kurti,UPI
B-25738,02-08-2024,Punjab,Chandigarh,70,-14,2,Furniture,Furnishings,UPI
B-25738,02-08-2024,Punjab,Chandigarh,72,-6,3,Clothing,Saree,UPI
B-25738,02-08-2023,Punjab,Chandigarh,148,-91,2,Electronics,Phones,COD
B-25738,02-08-2023,Punjab,Chandigarh,1069,0,6,Clothing,Saree,EMI
B-25978,27-01-2023,Maharashtra,Mumbai,341,160,7,Clothing,Stole,Debit Card
B-25978,27-01-2024,Maharashtra,Mumbai,1063,-175,4,Electronics,Electronic Games,EMI
B-25643,29-04-2023,Jammu and Kashmir,Kashmir,50,-44,2,Clothing,Hankerchief,UPI
B-25643,29-04-2023,Jammu and Kashmir,Kashmir,1061,-36,8,Furniture,Bookcases,EMI
B-25643,29-04-2023,Jammu and Kashmir,Kashmir,37,-23,4,Clothing,Shirt,UPI
B-25643,29-04-2023,Jammu and Kashmir,Kashmir,263,-63,2,Electronics,Electronic Games,Debit Card
B-25643,29-04-2023,Jammu and Kashmir,Kashmir,36,-7,1,Electronics,Electronic Games,COD
B-25728,22-07-2024,Maharashtra,Pune,1055,264,4,Electronics,Printers,EMI
B-25728,22-07-2023,Maharashtra,Pune,771,-424,2,Electronics,Phones,Credit Card
B-25728,22-07-2023,Maharashtra,Pune,322,-113,4,Clothing,Saree,Credit Card
B-25749,13-08-2023,Maharashtra,Mumbai,1052,-82,3,Furniture,Bookcases,UPI
B-25667,23-05-2023,Haryana,Chandigarh,11,-2,4,Clothing,Hankerchief,COD
B-25667,23-05-2024,Haryana,Chandigarh,344,-34,3,Clothing,Saree,Debit Card
B-25667,23-05-2024,Haryana,Chandigarh,41,6,5,Clothing,Skirt,Credit Card
B-25667,23-05-2024,Haryana,Chandigarh,516,69,4,Furniture,Bookcases,UPI
B-25667,23-05-2023,Haryana,Chandigarh,1030,206,8,Electronics,Printers,UPI
B-25657,13-05-2024,Madhya Pradesh,Bhopal,1021,-48,4,Electronics,Electronic Games,EMI
B-25657,13-05-2023,Madhya Pradesh,Bhopal,32,-22,5,Clothing,Saree,UPI
B-25657,13-05-2023,Madhya Pradesh,Bhopal,288,-180,4,Furniture,Chairs,COD
B-25657,13-05-2024,Madhya Pradesh,Bhopal,332,-43,6,Electronics,Phones,UPI
B-25753,17-08-2023,Uttar Pradesh,Lucknow,341,-85,6,Clothing,Trousers,Credit Card
B-25753,17-08-2023,Uttar Pradesh,Lucknow,154,22,7,Clothing,T-shirt,COD
B-25753,17-08-2024,Uttar Pradesh,Lucknow,65,-52,3,Electronics,Accessories,COD
B-25753,17-08-2023,Uttar Pradesh,Lucknow,47,-114,5,Furniture,Furnishings,COD
B-25753,17-08-2024,Uttar Pradesh,Lucknow,62,-56,5,Clothing,Kurti,COD
B-25753,17-08-2023,Uttar Pradesh,Lucknow,77,-43,8,Clothing,Stole,COD
B-25753,17-08-2023,Uttar Pradesh,Lucknow,27,-20,2,Clothing,Hankerchief,COD
B-25753,17-08-2023,Uttar Pradesh,Lucknow,107,31,5,Clothing,T-shirt,COD
B-25753,17-08-2023,Uttar Pradesh,Lucknow,620,82,6,Electronics,Accessories,COD
B-26061,14-03-2024,Madhya Pradesh,Indore,965,-68,3,Electronics,Printers,COD
B-26061,14-03-2024,Madhya Pradesh,Indore,27,8,2,Clothing,T-shirt,Debit Card
B-26061,14-03-2023,Madhya Pradesh,Indore,206,12,1,Electronics,Printers,Credit Card
B-26061,14-03-2024,Madhya Pradesh,Indore,109,52,2,Clothing,Stole,UPI
B-26061,14-03-2024,Madhya Pradesh,Indore,508,203,2,Electronics,Accessories,Debit Card
B-26061,14-03-2024,Madhya Pradesh,Indore,642,180,5,Clothing,Saree,COD
B-25838,29-10-2023,Madhya Pradesh,Indore,161,40,3,Clothing,Stole,COD
B-25838,29-10-2024,Madhya Pradesh,Indore,81,19,7,Clothing,Hankerchief,COD
B-25838,29-10-2024,Madhya Pradesh,Indore,70,26,5,Clothing,Hankerchief,COD
B-25838,29-10-2024,Madhya Pradesh,Indore,955,305,3,Electronics,Printers,Debit Card
B-25702,27-06-2023,Maharashtra,Mumbai,75,0,3,Clothing,Shirt,EMI
B-25702,27-06-2024,Maharashtra,Mumbai,306,-147,3,Clothing,Saree,Debit Card
B-25702,27-06-2023,Maharashtra,Mumbai,424,-17,9,Furniture,Chairs,Debit Card
B-25702,27-06-2024,Maharashtra,Mumbai,31,-3,4,Clothing,Saree,COD
B-25702,27-06-2023,Maharashtra,Mumbai,941,203,3,Furniture,Tables,UPI
B-25952,13-01-2024,Madhya Pradesh,Indore,14,0,4,Clothing,Hankerchief,UPI
B-25952,13-01-2024,Madhya Pradesh,Indore,173,69,3,Furniture,Chairs,COD
B-25952,13-01-2024,Madhya Pradesh,Indore,147,48,3,Clothing,Saree,COD
B-25952,13-01-2024,Madhya Pradesh,Indore,87,-32,9,Clothing,Skirt,COD
B-25952,13-01-2023,Madhya Pradesh,Indore,44,14,3,Clothing,Hankerchief,COD
B-25952,13-01-2023,Madhya Pradesh,Indore,352,18,5,Clothing,Trousers,Debit Card
B-25952,13-01-2023,Madhya Pradesh,Indore,935,114,4,Electronics,Electronic Games,UPI
B-25666,22-05-2024,Punjab,Chandigarh,934,-916,7,Electronics,Electronic Games,COD
B-25675,31-05-2024,Madhya Pradesh,Bhopal,929,-93,9,Clothing,Saree,COD
B-25650,06-05-2024,Maharashtra,Mumbai,512,-225,5,Clothing,Saree,COD
B-25650,06-05-2024,Maharashtra,Mumbai,351,-47,8,Electronics,Phones,COD
B-25650,06-05-2023,Maharashtra,Mumbai,238,20,2,Clothing,Saree,COD
B-25650,06-05-2024,Maharashtra,Mumbai,269,111,3,Clothing,Trousers,EMI
B-25650,06-05-2024,Maharashtra,Mumbai,211,-105,2,Clothing,Saree,Credit Card
B-25650,06-05-2023,Maharashtra,Mumbai,245,-78,2,Electronics,Printers,UPI
B-25650,06-05-2024,Maharashtra,Mumbai,31,-2,2,Clothing,Saree,Credit Card
B-25650,06-05-2024,Maharashtra,Mumbai,28,-26,2,Clothing,Stole,UPI
B-25650,06-05-2023,Maharashtra,Mumbai,925,-447,5,Electronics,Electronic Games,COD
B-25986,31-01-2023,Rajasthan,Udaipur,749,-307,7,Furniture,Furnishings,COD
B-25986,31-01-2023,Rajasthan,Udaipur,71,4,5,Clothing,Leggings,Debit Card
B-25986,31-01-2024,Rajasthan,Udaipur,487,-23,3,Electronics,Printers,Debit Card
B-25986,31-01-2024,Rajasthan,Udaipur,918,22,9,Electronics,Electronic Games,COD
B-25850,05-11-2024,Goa,Goa,916,192,11,Electronics,Phones,COD
B-25850,05-11-2023,Goa,Goa,93,-1,2,Clothing,Hankerchief,COD
B-25850,05-11-2024,Goa,Goa,24,1,4,Clothing,Hankerchief,COD
B-25850,05-11-2024,Goa,Goa,485,199,4,Clothing,Saree,EMI
B-25850,05-11-2024,Goa,Goa,45,1,3,Clothing,T-shirt,Debit Card
B-25850,05-11-2023,Goa,Goa,148,24,3,Clothing,Stole,COD
B-25850,05-11-2024,Goa,Goa,52,18,5,Clothing,Leggings,Debit Card
B-25850,05-11-2023,Goa,Goa,117,36,2,Clothing,Trousers,Debit Card
B-25850,05-11-2023,Goa,Goa,513,215,2,Electronics,Accessories,COD
B-25898,07-12-2023,Rajasthan,Udaipur,857,-274,2,Furniture,Tables,COD
B-25898,07-12-2023,Rajasthan,Udaipur,33,13,3,Clothing,Leggings,UPI
B-25898,07-12-2023,Rajasthan,Udaipur,171,2,2,Electronics,Electronic Games,COD
B-25898,07-12-2023,Rajasthan,Udaipur,147,73,3,Clothing,Stole,UPI
B-25898,07-12-2023,Rajasthan,Udaipur,53,5,3,Clothing,T-shirt,COD
B-25898,07-12-2023,Rajasthan,Udaipur,499,33,4,Clothing,Saree,COD
B-25898,07-12-2024,Rajasthan,Udaipur,191,93,4,Clothing,Shirt,UPI
B-25898,07-12-2024,Rajasthan,Udaipur,915,-99,3,Furniture,Tables,Debit Card
B-25813,10-10-2024,Maharashtra,Mumbai,911,202,7,Furniture,Chairs,COD
B-25825,21-10-2024,Madhya Pradesh,Indore,140,6,5,Clothing,Saree,COD
B-25825,21-10-2023,Madhya Pradesh,Indore,115,25,6,Clothing,Stole,COD
B-25825,21-10-2024,Madhya Pradesh,Indore,911,355,5,Electronics,Phones,Debit Card
B-25954,14-01-2024,Gujarat,Ahmedabad,27,0,2,Clothing,Leggings,COD
B-25954,14-01-2024,Gujarat,Ahmedabad,148,9,1,Electronics,Electronic Games,UPI
B-25954,14-01-2023,Gujarat,Ahmedabad,146,66,1,Electronics,Phones,UPI
B-25954,14-01-2024,Gujarat,Ahmedabad,891,0,5,Clothing,Saree,COD
B-25954,14-01-2024,Gujarat,Ahmedabad,189,60,4,Furniture,Furnishings,Debit Card
B-25954,14-01-2024,Gujarat,Ahmedabad,48,11,2,Clothing,Shirt,COD
B-25954,14-01-2024,Gujarat,Ahmedabad,44,10,3,Clothing,Stole,COD
B-25954,14-01-2024,Gujarat,Ahmedabad,524,-25,2,Electronics,Electronic Games,Debit Card
B-25696,21-06-2024,Karnataka,Bangalore,275,-275,4,Clothing,Saree,COD
B-25696,21-06-2023,Karnataka,Bangalore,44,99,3,Clothing,Kurti,Debit Card
B-25696,21-06-2024,Karnataka,Bangalore,117,-6,3,Electronics,Phones,COD
B-25696,21-06-2023,Karnataka,Bangalore,116,-4,1,Clothing,Saree,COD
B-25696,21-06-2023,Karnataka,Bangalore,168,-9,3,Clothing,Saree,COD
B-25696,21-06-2023,Karnataka,Bangalore,887,80,3,Electronics,Printers,UPI
B-25638,26-04-2024,Maharashtra,Pune,182,-11,3,Furniture,Bookcases,Credit Card
B-25638,26-04-2024,Maharashtra,Pune,154,39,3,Clothing,Hankerchief,COD
B-25638,26-04-2023,Maharashtra,Pune,816,-96,3,Electronics,Printers,Debit Card
B-25638,26-04-2024,Maharashtra,Pune,880,97,8,Furniture,Furnishings,Debit Card
B-25747,11-08-2024,Madhya Pradesh,Bhopal,877,395,2,Furniture,Bookcases,Credit Card
B-25904,10-12-2023,Delhi,Delhi,83,12,2,Furniture,Chairs,COD
B-25904,10-12-2024,Delhi,Delhi,871,131,2,Furniture,Bookcases,UPI
B-25852,07-11-2023,Andhra Pradesh,Hyderabad,869,67,4,Furniture,Tables,COD
B-25852,07-11-2024,Andhra Pradesh,Hyderabad,24,1,2,Clothing,Hankerchief,COD
B-25852,07-11-2024,Andhra Pradesh,Hyderabad,105,-33,5,Clothing,Kurti,COD
B-25852,07-11-2024,Andhra Pradesh,Hyderabad,97,17,2,Clothing,Stole,Credit Card
B-25852,07-11-2024,Andhra Pradesh,Hyderabad,45,12,4,Clothing,Hankerchief,COD
B-25852,07-11-2024,Andhra Pradesh,Hyderabad,320,144,1,Electronics,Printers,Debit Card
B-25852,07-11-2023,Andhra Pradesh,Hyderabad,50,16,1,Clothing,Stole,EMI
B-25981,28-01-2023,Delhi,Delhi,867,251,5,Electronics,Phones,COD
B-25981,28-01-2024,Delhi,Delhi,54,12,3,Clothing,Saree,Debit Card
B-25981,28-01-2024,Delhi,Delhi,62,8,2,Clothing,T-shirt,UPI
B-25981,28-01-2024,Delhi,Delhi,48,2,3,Clothing,Stole,COD
B-25981,28-01-2024,Delhi,Delhi,245,91,2,Furniture,Bookcases,UPI
B-25981,28-01-2024,Delhi,Delhi,42,13,3,Clothing,Leggings,COD
B-25899,08-12-2024,Uttar Pradesh,Prayagraj,22,9,2,Clothing,Leggings,Debit Card
B-25899,08-12-2023,Uttar Pradesh,Prayagraj,43,17,1,Clothing,Saree,COD
B-25899,08-12-2024,Uttar Pradesh,Prayagraj,28,6,4,Clothing,Skirt,COD
B-25899,08-12-2023,Uttar Pradesh,Prayagraj,846,9,2,Furniture,Chairs,Debit Card
B-25870,20-11-2023,Andhra Pradesh,Hyderabad,845,84,7,Clothing,Saree,Credit Card
B-25870,20-11-2023,Andhra Pradesh,Hyderabad,10,4,1,Clothing,Kurti,UPI
B-25870,20-11-2024,Andhra Pradesh,Hyderabad,57,7,3,Furniture,Furnishings,COD
B-25870,20-11-2024,Andhra Pradesh,Hyderabad,473,-113,9,Clothing,Hankerchief,UPI
B-26040,26-02-2023,Punjab,Chandigarh,38,9,2,Clothing,Stole,COD
B-26040,26-02-2023,Punjab,Chandigarh,113,24,4,Clothing,Hankerchief,Debit Card
B-26040,26-02-2023,Punjab,Chandigarh,833,93,3,Clothing,Trousers,UPI
B-25671,27-05-2023,Nagaland,Kohima,832,0,3,Clothing,Trousers,UPI
B-26100,31-03-2024,Madhya Pradesh,Indore,828,230,2,Furniture,Chairs,COD
B-26100,31-03-2023,Madhya Pradesh,Indore,34,10,2,Clothing,T-shirt,Debit Card
B-26100,31-03-2024,Madhya Pradesh,Indore,72,16,2,Clothing,Shirt,COD
B-25651,07-05-2024,Madhya Pradesh,Indore,823,-18,7,Furniture,Chairs,COD
B-25651,07-05-2024,Madhya Pradesh,Indore,457,-41,4,Clothing,Saree,COD
B-25651,07-05-2023,Madhya Pradesh,Indore,7,0,1,Clothing,Leggings,COD
B-25651,07-05-2024,Madhya Pradesh,Indore,159,4,1,Clothing,Saree,COD
B-25651,07-05-2023,Madhya Pradesh,Indore,172,-103,3,Furniture,Chairs,EMI
B-25651,07-05-2024,Madhya Pradesh,Indore,44,-8,3,Clothing,Stole,UPI
B-25651,07-05-2023,Madhya Pradesh,Indore,200,-60,4,Furniture,Bookcases,UPI
B-25651,07-05-2023,Madhya Pradesh,Indore,49,3,1,Clothing,Shirt,COD
B-25651,07-05-2024,Madhya Pradesh,Indore,16,-10,2,Clothing,T-shirt,COD
B-25651,07-05-2023,Madhya Pradesh,Indore,11,-4,2,Clothing,Skirt,COD
B-25968,21-01-2023,Punjab,Amritsar,811,154,7,Electronics,Accessories,UPI
B-26019,15-02-2023,Uttar Pradesh,Lucknow,585,175,13,Clothing,T-shirt,COD
B-25664,20-05-2024,Bihar,Patna,444,-200,4,Electronics,Phones,EMI
B-25664,20-05-2024,Bihar,Patna,83,-48,1,Furniture,Bookcases,UPI
B-25664,20-05-2024,Bihar,Patna,258,-27,2,Electronics,Phones,Debit Card
B-25664,20-05-2023,Bihar,Patna,785,52,2,Electronics,Phones,Debit Card
B-26033,22-02-2023,West Bengal,Kolkata,774,170,3,Electronics,Accessories,COD
B-26033,22-02-2023,West Bengal,Kolkata,143,32,1,Furniture,Bookcases,COD
B-26033,22-02-2024,West Bengal,Kolkata,111,35,5,Clothing,Shirt,COD
B-26052,08-03-2023,Karnataka,Bangalore,774,170,3,Electronics,Accessories,COD
B-26052,08-03-2024,Karnataka,Bangalore,78,-28,6,Clothing,Kurti,UPI
B-26052,08-03-2024,Karnataka,Bangalore,145,0,3,Clothing,Saree,UPI
B-26052,08-03-2023,Karnataka,Bangalore,101,16,4,Clothing,T-shirt,COD
B-26052,08-03-2024,Karnataka,Bangalore,148,23,4,Clothing,Kurti,EMI
B-26052,08-03-2024,Karnataka,Bangalore,25,7,2,Clothing,Stole,COD
B-26052,08-03-2023,Karnataka,Bangalore,15,1,1,Clothing,Shirt,COD
B-25999,05-02-2023,Delhi,Delhi,223,62,7,Clothing,Shirt,COD
B-25999,05-02-2024,Delhi,Delhi,215,-30,2,Clothing,Saree,COD
B-25999,05-02-2023,Delhi,Delhi,93,-65,4,Clothing,Stole,UPI
B-25999,05-02-2023,Delhi,Delhi,109,40,1,Furniture,Furnishings,COD
B-25999,05-02-2024,Delhi,Delhi,152,-3,5,Clothing,Saree,COD
B-25999,05-02-2023,Delhi,Delhi,26,-17,1,Clothing,Stole,COD
B-25999,05-02-2024,Delhi,Delhi,51,-49,2,Electronics,Electronic Games,COD
B-25999,05-02-2024,Delhi,Delhi,129,11,2,Electronics,Phones,UPI
B-25999,05-02-2023,Delhi,Delhi,222,74,5,Clothing,Hankerchief,COD
B-25999,05-02-2024,Delhi,Delhi,352,74,8,Clothing,Stole,Debit Card
B-25999,05-02-2023,Delhi,Delhi,770,323,3,Electronics,Accessories,COD
B-25781,14-09-2024,Gujarat,Ahmedabad,45,-28,2,Clothing,Stole,Debit Card
B-25781,14-09-2024,Gujarat,Ahmedabad,25,-1,4,Clothing,Kurti,COD
B-25781,14-09-2024,Gujarat,Ahmedabad,60,-49,8,Clothing,Hankerchief,COD
B-25781,14-09-2023,Gujarat,Ahmedabad,30,-25,2,Clothing,T-shirt,COD
B-25781,14-09-2023,Gujarat,Ahmedabad,584,-444,7,Electronics,Printers,UPI
B-25781,14-09-2023,Gujarat,Ahmedabad,767,-353,5,Clothing,Trousers,COD
B-25764,28-08-2024,Maharashtra,Pune,26,0,2,Clothing,Kurti,COD
B-25764,28-08-2023,Maharashtra,Pune,349,-24,2,Clothing,Saree,Debit Card
B-25764,28-08-2024,Maharashtra,Pune,765,-153,2,Electronics,Phones,Debit Card
B-25764,28-08-2024,Maharashtra,Pune,119,43,5,Clothing,T-shirt,COD
B-25803,05-10-2024,Madhya Pradesh,Indore,765,8,6,Clothing,Saree,EMI
B-25803,05-10-2023,Madhya Pradesh,Indore,757,371,2,Electronics,Printers,Credit Card
B-25803,05-10-2024,Madhya Pradesh,Indore,536,91,1,Clothing,Trousers,COD
B-25803,05-10-2023,Madhya Pradesh,Indore,269,91,1,Electronics,Electronic Games,COD
B-25803,05-10-2024,Madhya Pradesh,Indore,137,5,5,Clothing,Shirt,COD
B-25803,05-10-2024,Madhya Pradesh,Indore,185,48,4,Clothing,Stole,Credit Card
B-25803,05-10-2023,Madhya Pradesh,Indore,106,12,3,Clothing,Trousers,Credit Card
B-25803,05-10-2024,Madhya Pradesh,Indore,511,194,3,Furniture,Chairs,UPI
B-25945,11-01-2023,Madhya Pradesh,Indore,765,-36,3,Electronics,Electronic Games,COD
B-25945,11-01-2023,Madhya Pradesh,Indore,63,14,2,Clothing,Shirt,COD
B-25945,11-01-2024,Madhya Pradesh,Indore,60,3,3,Clothing,Saree,UPI
B-25945,11-01-2023,Madhya Pradesh,Indore,245,10,2,Furniture,Bookcases,COD
B-26086,26-03-2024,Haryana,Chandigarh,762,101,6,Electronics,Printers,COD
B-26086,26-03-2024,Haryana,Chandigarh,25,2,2,Clothing,Hankerchief,Debit Card
B-26086,26-03-2024,Haryana,Chandigarh,43,17,2,Clothing,T-shirt,UPI
B-25845,03-11-2024,Kerala ,Thiruvananthapuram,82,-33,4,Clothing,Kurti,COD
B-25845,03-11-2024,Kerala ,Thiruvananthapuram,757,371,2,Electronics,Printers,Credit Card
B-25845,03-11-2024,Kerala ,Thiruvananthapuram,274,-7,4,Electronics,Phones,COD
B-25845,03-11-2024,Kerala ,Thiruvananthapuram,132,54,5,Clothing,Stole,COD
B-25817,13-10-2023,Maharashtra,Mumbai,743,89,5,Electronics,Printers,UPI
B-25951,13-01-2024,West Bengal,Kolkata,742,198,2,Furniture,Bookcases,Credit Card
B-25951,13-01-2024,West Bengal,Kolkata,250,100,3,Clothing,Trousers,COD
B-25951,13-01-2023,West Bengal,Kolkata,89,29,2,Clothing,Stole,UPI
B-25951,13-01-2023,West Bengal,Kolkata,120,23,5,Clothing,Stole,COD
B-25951,13-01-2024,West Bengal,Kolkata,111,11,9,Clothing,Hankerchief,Credit Card
B-25951,13-01-2024,West Bengal,Kolkata,102,13,2,Clothing,Stole,Credit Card
B-25951,13-01-2023,West Bengal,Kolkata,248,105,2,Electronics,Phones,Debit Card
B-25951,13-01-2024,West Bengal,Kolkata,50,14,1,Electronics,Electronic Games,COD
B-25951,13-01-2023,West Bengal,Kolkata,40,18,1,Electronics,Accessories,Credit Card
B-25951,13-01-2024,West Bengal,Kolkata,30,5,2,Clothing,Kurti,UPI
B-25970,22-01-2023,Maharashtra,Mumbai,742,198,2,Furniture,Bookcases,COD
B-25970,22-01-2024,Maharashtra,Mumbai,365,107,3,Electronics,Phones,COD
